event_type,face,statement,end_time,duration
encoding,white_neutral_faces/CFD-WF-201-156-N.jpg,I love the feeling of the sun on my skin.,6,6
jitter,,,10,4
encoding,white_neutral_faces/CFD-WM-207-048-N.jpg,I enjoy the sight of a rainbow.,16,6
jitter,,,18,2
encoding,white_neutral_faces/CFD-WF-228-196-N.jpg,I like the sight of snow-capped mountains.,24,6
jitter,,,28,4
encoding,white_neutral_faces/CFD-WM-010-001-N.jpg,I prefer a light breeze to a strong wind.,34,6
jitter,,,38,4
encoding,white_neutral_faces/CFD-WM-207-048-N.jpg,I like a warm spring morning.,44,6
jitter,,,45,1
encoding,white_neutral_faces/CFD-WF-200-099-N.jpg,I don't like it when it's too hot outside.,51,6
jitter,,,54,3
encoding,white_neutral_faces/CFD-WM-041-021-N.jpg,I hate the feeling of being sunburned.,60,6
jitter,,,63,3
encoding,white_neutral_faces/CFD-WM-014-002-N.jpg,I hate the feeling of being snowed in.,69,6
jitter,,,73,4
encoding,white_neutral_faces/CFD-WF-200-099-N.jpg,I love the smell of the ocean.,79,6
jitter,,,81,2
encoding,white_neutral_faces/CFD-WM-010-001-N.jpg,I love the smell of rain in the air.,87,6
jitter,,,90,3
encoding,white_neutral_faces/CFD-WF-201-156-N.jpg,I don't like when it sleets.,96,6
jitter,,,99,3
encoding,white_neutral_faces/CFD-WF-228-196-N.jpg,I don't like the feeling of sand in my shoes.,105,6
jitter,,,106,1
encoding,white_neutral_faces/CFD-WM-041-021-N.jpg,I like it when it's warm outside.,112,6
jitter,,,113,1
encoding,white_neutral_faces/CFD-WM-041-021-N.jpg,I hate being cold.,119,6
jitter,,,123,4
encoding,white_neutral_faces/CFD-WF-220-101-N.jpg,I love the sound of waves crashing on the shore.,129,6
jitter,,,131,2
encoding,white_neutral_faces/CFD-WM-207-048-N.jpg,I don't like the smell of humidity.,137,6
jitter,,,139,2
encoding,white_neutral_faces/CFD-WF-200-099-N.jpg,I hate the sound of thunder and lightning.,145,6
jitter,,,147,2
encoding,white_neutral_faces/CFD-WM-014-002-N.jpg,I like it when it's cloudy on a hot day.,153,6
jitter,,,155,2
encoding,white_neutral_faces/CFD-WF-228-196-N.jpg,I prefer sunny weather to rainy weather.,161,6
jitter,,,164,3
encoding,white_neutral_faces/CFD-WF-201-156-N.jpg,I am scared of hailstorms. ,170,6
jitter,,,172,2
encoding,white_neutral_faces/CFD-WM-014-002-N.jpg,I enjoy the feeling of a gentle breeze on my face.,178,6
jitter,,,179,1
encoding,white_neutral_faces/CFD-WF-220-101-N.jpg,I enjoy the sight of a clear blue sky.,185,6
jitter,,,188,3
encoding,white_neutral_faces/CFD-WM-010-001-N.jpg,I don't like it when it's foggy.,194,6
jitter,,,196,2
encoding,white_neutral_faces/CFD-WF-220-101-N.jpg,"I like the feeling of cool, crisp air.",202,6
jitter,,,204,2
