event_type,face,statement,end_time,duration
show_statement,white_neutral_faces/CFD-WF-200-099-N.jpg,I enjoy the sight of a clear blue sky.,6,6
jitter,,,10,4
show_grid,white_neutral_faces/CFD-WF-200-099-N.jpg,I enjoy the sight of a clear blue sky.,16,6
jitter,,,18,2
show_statement,white_neutral_faces/CFD-WF-201-156-N.jpg,I hate the feeling of being sunburned.,24,6
jitter,,,25,1
show_grid,white_neutral_faces/CFD-WF-201-156-N.jpg,I hate the feeling of being sunburned.,31,6
jitter,,,33,2
show_statement,white_neutral_faces/CFD-WM-041-021-N.jpg,I hate the feeling of being snowed in.,39,6
jitter,,,41,2
show_grid,white_neutral_faces/CFD-WM-041-021-N.jpg,I hate the feeling of being snowed in.,47,6
jitter,,,51,4
show_statement,white_neutral_faces/CFD-WM-014-002-N.jpg,I prefer sunny weather to rainy weather.,57,6
jitter,,,58,1
show_grid,white_neutral_faces/CFD-WM-014-002-N.jpg,I prefer sunny weather to rainy weather.,64,6
jitter,,,65,1
show_statement,white_neutral_faces/CFD-WM-014-002-N.jpg,I don't like the feeling of sand in my shoes.,71,6
jitter,,,72,1
show_grid,white_neutral_faces/CFD-WM-014-002-N.jpg,I don't like the feeling of sand in my shoes.,78,6
jitter,,,80,2
show_statement,white_neutral_faces/CFD-WM-207-048-N.jpg,I love the smell of rain in the air.,86,6
jitter,,,90,4
show_grid,white_neutral_faces/CFD-WM-207-048-N.jpg,I love the smell of rain in the air.,96,6
jitter,,,99,3
show_statement,white_neutral_faces/CFD-WM-010-001-N.jpg,I prefer a light breeze to a strong wind.,105,6
jitter,,,107,2
show_grid,white_neutral_faces/CFD-WM-010-001-N.jpg,I prefer a light breeze to a strong wind.,113,6
jitter,,,115,2
show_statement,white_neutral_faces/CFD-WF-200-099-N.jpg,I like the sight of snow-capped mountains.,121,6
jitter,,,124,3
show_grid,white_neutral_faces/CFD-WF-200-099-N.jpg,I like the sight of snow-capped mountains.,130,6
jitter,,,134,4
show_statement,white_neutral_faces/CFD-WF-228-196-N.jpg,"I like the feeling of cool, crisp air.",140,6
jitter,,,144,4
show_grid,white_neutral_faces/CFD-WF-228-196-N.jpg,"I like the feeling of cool, crisp air.",150,6
jitter,,,151,1
show_statement,white_neutral_faces/CFD-WM-010-001-N.jpg,I am scared of hailstorms. ,157,6
jitter,,,161,4
show_grid,white_neutral_faces/CFD-WM-010-001-N.jpg,I am scared of hailstorms. ,167,6
jitter,,,168,1
show_statement,white_neutral_faces/CFD-WF-220-101-N.jpg,I don't like the smell of humidity.,174,6
jitter,,,177,3
show_grid,white_neutral_faces/CFD-WF-220-101-N.jpg,I don't like the smell of humidity.,183,6
jitter,,,184,1
show_statement,white_neutral_faces/CFD-WF-220-101-N.jpg,I like it when it's cloudy on a hot day.,190,6
jitter,,,193,3
show_grid,white_neutral_faces/CFD-WF-220-101-N.jpg,I like it when it's cloudy on a hot day.,199,6
jitter,,,201,2
show_statement,white_neutral_faces/CFD-WF-228-196-N.jpg,I love the smell of the ocean.,207,6
jitter,,,209,2
show_grid,white_neutral_faces/CFD-WF-228-196-N.jpg,I love the smell of the ocean.,215,6
jitter,,,219,4
show_statement,white_neutral_faces/CFD-WF-201-156-N.jpg,I love the sound of waves crashing on the shore.,225,6
jitter,,,229,4
show_grid,white_neutral_faces/CFD-WF-201-156-N.jpg,I love the sound of waves crashing on the shore.,235,6
jitter,,,237,2
show_statement,white_neutral_faces/CFD-WM-010-001-N.jpg,I enjoy the sight of a rainbow.,243,6
jitter,,,245,2
show_grid,white_neutral_faces/CFD-WM-010-001-N.jpg,I enjoy the sight of a rainbow.,251,6
jitter,,,253,2
show_statement,white_neutral_faces/CFD-WF-200-099-N.jpg,I don't like when it sleets.,259,6
jitter,,,261,2
show_grid,white_neutral_faces/CFD-WF-200-099-N.jpg,I don't like when it sleets.,267,6
jitter,,,270,3
show_statement,white_neutral_faces/CFD-WF-228-196-N.jpg,I don't like it when it's foggy.,276,6
jitter,,,279,3
show_grid,white_neutral_faces/CFD-WF-228-196-N.jpg,I don't like it when it's foggy.,285,6
jitter,,,286,1
show_statement,white_neutral_faces/CFD-WM-207-048-N.jpg,I hate the sound of thunder and lightning.,292,6
jitter,,,295,3
show_grid,white_neutral_faces/CFD-WM-207-048-N.jpg,I hate the sound of thunder and lightning.,301,6
jitter,,,302,1
show_statement,white_neutral_faces/CFD-WF-220-101-N.jpg,I enjoy the feeling of a gentle breeze on my face.,308,6
jitter,,,310,2
show_grid,white_neutral_faces/CFD-WF-220-101-N.jpg,I enjoy the feeling of a gentle breeze on my face.,316,6
jitter,,,318,2
show_statement,white_neutral_faces/CFD-WM-041-021-N.jpg,I don't like it when it's too hot outside.,324,6
jitter,,,325,1
show_grid,white_neutral_faces/CFD-WM-041-021-N.jpg,I don't like it when it's too hot outside.,331,6
jitter,,,335,4
show_statement,white_neutral_faces/CFD-WM-014-002-N.jpg,I hate being cold.,341,6
jitter,,,343,2
show_grid,white_neutral_faces/CFD-WM-014-002-N.jpg,I hate being cold.,349,6
jitter,,,350,1
show_statement,white_neutral_faces/CFD-WF-201-156-N.jpg,I love the feeling of the sun on my skin.,356,6
jitter,,,358,2
show_grid,white_neutral_faces/CFD-WF-201-156-N.jpg,I love the feeling of the sun on my skin.,364,6
jitter,,,365,1
show_statement,white_neutral_faces/CFD-WM-041-021-N.jpg,I like it when it's warm outside.,371,6
jitter,,,373,2
show_grid,white_neutral_faces/CFD-WM-041-021-N.jpg,I like it when it's warm outside.,379,6
jitter,,,380,1
show_statement,white_neutral_faces/CFD-WM-207-048-N.jpg,I like a warm spring morning.,386,6
jitter,,,390,4
show_grid,white_neutral_faces/CFD-WM-207-048-N.jpg,I like a warm spring morning.,396,6
jitter,,,408,12
