event_type,face,statement,end_time,duration
show_statement,white_neutral_faces/CFD-WM-202-107-N.jpg,I hate the feeling of losing a game.,6,6
jitter,,,9,3
show_grid,white_neutral_faces/CFD-WM-202-107-N.jpg,I hate the feeling of losing a game.,15,6
jitter,,,17,2
show_statement,white_neutral_faces/CFD-WM-202-107-N.jpg,I like it when it's a team sport.,23,6
jitter,,,24,1
show_grid,white_neutral_faces/CFD-WM-202-107-N.jpg,I like it when it's a team sport.,30,6
jitter,,,31,1
show_statement,white_neutral_faces/CFD-WM-217-070-N.jpg,I love the feeling of peace that comes with being in nature.,37,6
jitter,,,41,4
show_grid,white_neutral_faces/CFD-WM-217-070-N.jpg,I love the feeling of peace that comes with being in nature.,47,6
jitter,,,49,2
show_statement,white_neutral_faces/CFD-WF-028-023-N.jpg,I like hiking a beautiful mountain range.,55,6
jitter,,,56,1
show_grid,white_neutral_faces/CFD-WF-028-023-N.jpg,I like hiking a beautiful mountain range.,62,6
jitter,,,63,1
show_statement,white_neutral_faces/CFD-WM-217-070-N.jpg,I love painting or sculpting.,69,6
jitter,,,73,4
show_grid,white_neutral_faces/CFD-WM-217-070-N.jpg,I love painting or sculpting.,79,6
jitter,,,81,2
show_statement,white_neutral_faces/CFD-WF-224-099-N.jpg,I love the feeling of accomplishment after finishing a race.,87,6
jitter,,,90,3
show_grid,white_neutral_faces/CFD-WF-224-099-N.jpg,I love the feeling of accomplishment after finishing a race.,96,6
jitter,,,97,1
show_statement,white_neutral_faces/CFD-WM-202-107-N.jpg,I like the feeling of runnning fast.,103,6
jitter,,,107,4
show_grid,white_neutral_faces/CFD-WM-202-107-N.jpg,I like the feeling of runnning fast.,113,6
jitter,,,116,3
show_statement,white_neutral_faces/CFD-WF-007-001-N.jpg,I don't like social activities.,122,6
jitter,,,124,2
show_grid,white_neutral_faces/CFD-WF-007-001-N.jpg,I don't like social activities.,130,6
jitter,,,131,1
show_statement,white_neutral_faces/CFD-WF-023-003-N.jpg,I hate the feeling of being tired.,137,6
jitter,,,140,3
show_grid,white_neutral_faces/CFD-WF-023-003-N.jpg,I hate the feeling of being tired.,146,6
jitter,,,150,4
show_statement,white_neutral_faces/CFD-WF-023-003-N.jpg,I enjoy outdoor activities.,156,6
jitter,,,157,1
show_grid,white_neutral_faces/CFD-WF-023-003-N.jpg,I enjoy outdoor activities.,163,6
jitter,,,165,2
show_statement,white_neutral_faces/CFD-WF-007-001-N.jpg,I don't being sore after exercising.,171,6
jitter,,,173,2
show_grid,white_neutral_faces/CFD-WF-007-001-N.jpg,I don't being sore after exercising.,179,6
jitter,,,181,2
show_statement,white_neutral_faces/CFD-WM-217-070-N.jpg,I like surfing on large waves.,187,6
jitter,,,189,2
show_grid,white_neutral_faces/CFD-WM-217-070-N.jpg,I like surfing on large waves.,195,6
jitter,,,196,1
show_statement,white_neutral_faces/CFD-WF-224-099-N.jpg,I enjoy the sound of the crowd cheering.,202,6
jitter,,,205,3
show_grid,white_neutral_faces/CFD-WF-224-099-N.jpg,I enjoy the sound of the crowd cheering.,211,6
jitter,,,214,3
show_statement,white_neutral_faces/CFD-WM-026-001-N.jpg,I love knitting or crocheting.,220,6
jitter,,,222,2
show_grid,white_neutral_faces/CFD-WM-026-001-N.jpg,I love knitting or crocheting.,228,6
jitter,,,232,4
show_statement,white_neutral_faces/CFD-WM-039-018-N.jpg,I don't like sports when they are too competitive.,238,6
jitter,,,240,2
show_grid,white_neutral_faces/CFD-WM-039-018-N.jpg,I don't like sports when they are too competitive.,246,6
jitter,,,249,3
show_statement,white_neutral_faces/CFD-WF-224-099-N.jpg,I hate the feeling of sand in my shoes.,255,6
jitter,,,259,4
show_grid,white_neutral_faces/CFD-WF-224-099-N.jpg,I hate the feeling of sand in my shoes.,265,6
jitter,,,266,1
show_statement,white_neutral_faces/CFD-WF-023-003-N.jpg,I don't like the feeling of being sunburned.,272,6
jitter,,,275,3
show_grid,white_neutral_faces/CFD-WF-023-003-N.jpg,I don't like the feeling of being sunburned.,281,6
jitter,,,283,2
