event_type,face,statement,end_time,duration
show_statement,white_neutral_faces/CFD-WF-039-025-N.jpg,I like food when it's cheesy.,6,6
jitter,,,8,2
show_grid,white_neutral_faces/CFD-WF-039-025-N.jpg,I like food when it's cheesy.,14,6
jitter,,,18,4
show_statement,white_neutral_faces/CFD-WF-021-002-N.jpg,I enjoy a warm chocolate chip cookie.,24,6
jitter,,,26,2
show_grid,white_neutral_faces/CFD-WF-021-002-N.jpg,I enjoy a warm chocolate chip cookie.,32,6
jitter,,,36,4
show_statement,white_neutral_faces/CFD-WF-248-129-N.jpg,I hate slimy noodles.,42,6
jitter,,,46,4
show_grid,white_neutral_faces/CFD-WF-248-129-N.jpg,I hate slimy noodles.,52,6
jitter,,,55,3
show_statement,white_neutral_faces/CFD-WM-252-224-N.jpg,I like the sight of a perfectly cooked steak.,61,6
jitter,,,62,1
show_grid,white_neutral_faces/CFD-WM-252-224-N.jpg,I like the sight of a perfectly cooked steak.,68,6
jitter,,,69,1
show_statement,white_neutral_faces/CFD-WM-001-014-N.jpg,I hate the sight of a moldy piece of fruit.,75,6
jitter,,,78,3
show_grid,white_neutral_faces/CFD-WM-001-014-N.jpg,I hate the sight of a moldy piece of fruit.,84,6
jitter,,,85,1
show_statement,white_neutral_faces/CFD-WM-254-152-N.jpg,I love the smell of fresh-brewed coffee.,91,6
jitter,,,95,4
show_grid,white_neutral_faces/CFD-WM-254-152-N.jpg,I love the smell of fresh-brewed coffee.,101,6
jitter,,,103,2
show_statement,white_neutral_faces/CFD-WM-001-014-N.jpg,I enjoy the smell of fresh-baked bread.,109,6
jitter,,,110,1
show_grid,white_neutral_faces/CFD-WM-001-014-N.jpg,I enjoy the smell of fresh-baked bread.,116,6
jitter,,,117,1
show_statement,white_neutral_faces/CFD-WM-201-063-N.jpg,I like the sound of a slurping noodle.,123,6
jitter,,,127,4
show_grid,white_neutral_faces/CFD-WM-201-063-N.jpg,I like the sound of a slurping noodle.,133,6
jitter,,,137,4
show_statement,white_neutral_faces/CFD-WM-201-063-N.jpg,I don't like food when it's too sweet.,143,6
jitter,,,145,2
show_grid,white_neutral_faces/CFD-WM-201-063-N.jpg,I don't like food when it's too sweet.,151,6
jitter,,,152,1
show_statement,white_neutral_faces/CFD-WM-001-014-N.jpg,I love the smell of garlic cooking in a pan.,158,6
jitter,,,162,4
show_grid,white_neutral_faces/CFD-WM-001-014-N.jpg,I love the smell of garlic cooking in a pan.,168,6
jitter,,,172,4
show_statement,white_neutral_faces/CFD-WF-039-025-N.jpg,I don't like the smell of fish.,178,6
jitter,,,179,1
show_grid,white_neutral_faces/CFD-WF-039-025-N.jpg,I don't like the smell of fish.,185,6
jitter,,,187,2
show_statement,white_neutral_faces/CFD-WM-254-152-N.jpg,I prefer pizza to tacos.,193,6
jitter,,,196,3
show_grid,white_neutral_faces/CFD-WM-254-152-N.jpg,I prefer pizza to tacos.,202,6
jitter,,,206,4
show_statement,white_neutral_faces/CFD-WF-248-129-N.jpg,I love a cheap meal.,212,6
jitter,,,214,2
show_grid,white_neutral_faces/CFD-WF-248-129-N.jpg,I love a cheap meal.,220,6
jitter,,,223,3
show_statement,white_neutral_faces/CFD-WM-201-063-N.jpg,I love the taste of pasta.,229,6
jitter,,,231,2
show_grid,white_neutral_faces/CFD-WM-201-063-N.jpg,I love the taste of pasta.,237,6
jitter,,,241,4
show_statement,white_neutral_faces/CFD-WF-039-025-N.jpg,I enjoy the taste of a juicy burger.,247,6
jitter,,,249,2
show_grid,white_neutral_faces/CFD-WF-039-025-N.jpg,I enjoy the taste of a juicy burger.,255,6
jitter,,,256,1
show_statement,white_neutral_faces/CFD-WF-021-002-N.jpg,I don't like food when it's greasy and unhealthy.,262,6
jitter,,,264,2
show_grid,white_neutral_faces/CFD-WF-021-002-N.jpg,I don't like food when it's greasy and unhealthy.,270,6
jitter,,,272,2
show_statement,white_neutral_faces/CFD-WM-254-152-N.jpg,I hate foods that crunch.,278,6
jitter,,,282,4
show_grid,white_neutral_faces/CFD-WM-254-152-N.jpg,I hate foods that crunch.,288,6
jitter,,,291,3
show_statement,white_neutral_faces/CFD-WM-252-224-N.jpg,I prefer a salad to a plate of fries.,297,6
jitter,,,298,1
show_grid,white_neutral_faces/CFD-WM-252-224-N.jpg,I prefer a salad to a plate of fries.,304,6
jitter,,,305,1
show_statement,white_neutral_faces/CFD-WF-025-019-N.jpg,I love the feeling of a cold glass of lemonade.,311,6
jitter,,,314,3
show_grid,white_neutral_faces/CFD-WF-025-019-N.jpg,I love the feeling of a cold glass of lemonade.,320,6
jitter,,,321,1
show_statement,white_neutral_faces/CFD-WF-021-002-N.jpg,I love all sorts of dips.,327,6
jitter,,,331,4
show_grid,white_neutral_faces/CFD-WF-021-002-N.jpg,I love all sorts of dips.,337,6
jitter,,,340,3
show_statement,white_neutral_faces/CFD-WF-248-129-N.jpg,I like food when it's healthy and nutritious.,346,6
jitter,,,348,2
show_grid,white_neutral_faces/CFD-WF-248-129-N.jpg,I like food when it's healthy and nutritious.,354,6
jitter,,,355,1
show_statement,white_neutral_faces/CFD-WF-025-019-N.jpg,I hate the taste of olives.,361,6
jitter,,,362,1
show_grid,white_neutral_faces/CFD-WF-025-019-N.jpg,I hate the taste of olives.,368,6
jitter,,,371,3
show_statement,white_neutral_faces/CFD-WM-252-224-N.jpg,I like fresh fruit.,377,6
jitter,,,378,1
show_grid,white_neutral_faces/CFD-WM-252-224-N.jpg,I like fresh fruit.,384,6
jitter,,,388,4
show_statement,white_neutral_faces/CFD-WF-025-019-N.jpg,I don't like eating junk food.,394,6
jitter,,,398,4
show_grid,white_neutral_faces/CFD-WF-025-019-N.jpg,I don't like eating junk food.,404,6
jitter,,,408,4
